,Name: ,Position: ,Overall: ,College: ,Age: ,Experience: ,Height(inches): ,Weight(lbs): 
4116,Son Murphy,cb,71,Jackson State,24,3,71,218
4117,Robert Zahri,cb,62,Wyoming,24,3,76,229
4118,Jose Olding,cb,73,Tennessee-Martin,28,7,72,230
4119,Elvin Land,cb,58,Notre Dame,25,4,76,201
4120,Edward Johnson,cb,94,Syracuse,28,7,80,202
4121,Shane Edmondson,cb,64,Minnesota-Duluth,24,3,71,254
4122,Kenneth Tyler,cb,64,Bethany (W.V.),28,7,72,256
4123,Christopher Gagner,cb,68,California,24,3,74,261
4124,Steven Cole,cb,69,West Virginia,21,0,71,222
4125,James Vanwassenhove,cb,62,Georgia,21,0,71,246
4126,George Reeves,cb,62,Missouri State,21,0,78,212
4127,James Kaufman,cb,73,Minnesota,23,2,77,200
4128,Thomas Ruth,cb,68,Troy,25,4,73,228
4129,Ronnie Lear,cb,81,Colorado State,28,7,70,235
4130,Alfonso Manning,cb,84,Miami (Fla.),26,5,79,247
4131,Joseph Marshall,cb,62,Syracuse,29,8,80,237
4132,Jack Baker,cb,83,Ohio State,26,5,73,257
4133,Francis Frizell,cb,58,USC,29,8,70,213
4134,Charles Long,cb,65,Oklahoma,22,1,77,204
4135,Robert Rodeheaver,cb,62,Georgia,21,0,73,273
4136,Warren Hackley,cb,67,Kentucky,23,2,74,263
4137,Guy Strode,cb,82,Maine,28,7,73,212
4138,Robert Smith,cb,84,Southern Illinois,25,4,71,222
4139,Donald Laird,cb,74,Cameron,26,5,70,217
4140,Leroy Edwards,cb,73,Utah,28,7,77,219
4141,Cedric Gregory,cb,68,Baylor,23,2,80,230
4142,Leroy Walsh,cb,77,Southern Methodist,24,3,72,274
4143,William Mckay,cb,75,Penn State,24,3,74,271
4144,Francisco Flowers,cb,70,Oregon,27,6,73,250
4145,John Montminy,cb,97,Millsaps,23,2,76,213
4146,Peter Murry,cb,78,Auburn,28,7,80,201
4147,Steve Keena,cb,95,Stanford,24,3,78,269
4148,Norbert Bass,cb,84,Nevada-Las Vegas,30,9,76,231
4149,Juan Roessler,cb,71,St. Louis,24,3,74,231
4150,Steven Turzak,cb,58,Beloit,24,3,80,223
4151,Alan Kruse,cb,55,Florida A&M,28,7,72,217
4152,Robert Godfrey,cb,99,San Diego State,28,7,78,215
4153,Paul Crigger,cb,68,Oklahoma,24,3,77,250
4154,Thomas Gross,cb,71,St. Cloud State,25,4,74,238
4155,George Klatt,cb,75,Texas,21,0,80,216
4156,James Hardee,cb,69,Texas A&M - Kingsville,24,3,80,215
4157,Wilber Mattison,cb,62,California,23,2,76,264
4158,Carlton Patten,cb,63,Nevada-Las Vegas,28,7,79,272
4159,Cory Harris,cb,72,No College,23,2,71,265
4160,Cory Mccurdy,cb,85,Stillman,22,1,71,261
4161,Timothy Dillion,cb,70,Harvard,24,3,71,269
4162,Gary Valenzuela,cb,77,Fort Valley State,30,9,74,241
4163,James Williford,cb,69,New Mexico State,21,0,75,241
4164,Steven Miller,cb,59,Villanova,33,12,78,273
4165,Daniel Delgado,cb,63,Houston,27,6,79,243
4166,Robert Anderson,cb,65,Tulsa,22,1,75,207
4167,David Woods,cb,94,Kansas State,23,2,71,204
4168,Robert Hicks,cb,90,UCLA,24,3,74,240
4169,Douglas Jackson,cb,98,Maryland East. Shore,31,10,79,231
4170,Fidel Butler,cb,87,LSU,21,0,78,228
4171,Kirk Mullins,cb,61,Alabama,28,7,73,234
4172,Robert Maynard,cb,90,Notre Dame,29,8,72,264
4173,Frank Beltran,cb,92,Wisconsin,30,9,78,216
4174,Steven Barnes,cb,89,Appalachian State,21,0,76,247
4175,Theodore Kirby,cb,72,West Virginia,26,5,78,215
4176,Norman Beeson,cb,56,Washington State,23,2,76,229
4177,Marcus Alexandra,cb,75,Western Carolina,22,1,78,268
4178,Samuel Davenport,cb,67,Montana,21,0,72,232
4179,Alfred Bishop,cb,72,Miami (Fla.),34,13,70,209
4180,Richard Mckenzie,cb,56,Georgia,27,6,72,238
4181,Jason Shaw,cb,69,Cal State-Fullerton,28,7,73,247
4182,William Combass,cb,67,San Francisco,27,6,73,229
4183,Sidney Saraiva,cb,85,Nebraska-Omaha,25,4,72,230
4184,Anthony Bowen,cb,75,Miami (Fla.),21,0,70,267
4185,Robert Cook,cb,74,Louisville,31,10,71,272
4186,Robert Baker,cb,58,Kentucky,29,8,72,275
4187,Joseph Keenan,cb,60,Kentucky,29,8,73,214
4188,John Inman,cb,56,Nevada,23,2,76,200
4189,Arthur Bourbeau,cb,57,Washington,25,4,77,214
4190,Rodolfo Miller,cb,61,Syracuse,30,9,80,219
4191,Earl Hayek,cb,58,Iowa State,22,1,72,235
4192,Craig Winsor,cb,62,Clemson,28,7,72,256
4193,Cory Picciano,cb,68,Arizona,23,2,76,201
4194,Nathan Dean,cb,55,Tulsa,21,0,77,257
4195,Collin Steakley,cb,68,Colorado,25,4,79,244
4196,Robert Griffin,cb,71,Ohio State,27,6,74,266
4197,Dennis Hanner,cb,74,Gonzaga,30,9,80,267
4198,Joseph Hahn,cb,77,UCLA,29,8,79,271
4199,Joseph Gonzalez,cb,63,Missouri,26,5,72,252
4200,Ronald Warner,cb,59,Arizona,22,1,80,214
4201,Scott Slaughter,cb,64,U. of Pacific,23,2,74,243
4202,John Alcott,cb,92,Michigan State,28,7,80,218
4203,Rhett Brooks,cb,80,Princeton,21,0,80,254
4204,Eric Hang,cb,61,San Francisco,27,6,70,210
4205,William Bryant,cb,64,East Carolina,28,7,70,249
4206,Mitchell Montejano,cb,59,Notre Dame,24,3,80,259
4207,Steven Jamison,cb,61,San Jose State,22,1,71,232
4208,George Wasilewski,cb,62,Penn State,23,2,77,236
4209,William Metelus,cb,75,Pittsburgh,29,8,78,220
4210,Steve Clark,cb,57,Nevada-Las Vegas,23,2,75,224
4211,Christopher Fitzpatrick,cb,69,Weber State,26,5,74,252
4212,Clinton Stansbury,cb,55,Arkansas,28,7,80,229
4213,Gary Beltz,cb,63,Morris Brown,24,3,74,204
4214,Richard Lescarbeau,cb,85,Nicholls State,28,7,74,272
4215,Adrian Miller,cb,75,Tennessee,29,8,70,243
4216,Joseph Favila,cb,61,LSU,24,3,79,200
4217,Wesley Moore,cb,69,Bethel College (Tenn.),24,3,72,228
4218,Leo Bell,cb,65,Villanova,22,1,72,272
4219,Randy Romero,cb,59,Western Michigan,21,0,71,264
4220,Joseph Janssen,cb,68,Eastern Illinois,21,0,75,256
4221,William Ortiz,cb,78,Virginia,23,2,74,254
4222,Michael Ollie,cb,73,Ohio State,30,9,75,245
4223,Charles Barrett,cb,67,Washington,31,10,73,218
4224,Fernando Martinez,cb,72,Texas A&M-Commerce,27,6,70,212
4225,Carl Lee,cb,74,Rutgers,21,0,70,224
4226,Howard Mosley,cb,72,Tennessee,26,5,74,224
4227,Curtis Perkins,cb,87,Miami (Fla.),26,5,76,273
4228,Jose Hicks,cb,76,Iowa,24,3,72,270
4229,Robert Cox,cb,56,UCLA,27,6,74,272
4230,George Farris,cb,66,Kutztown,26,5,71,260
4231,Jesus Sylvester,cb,76,Hawaii,26,5,79,264
4232,Jesus Choate,cb,71,Wyoming,27,6,79,245
4233,William Stewart,cb,79,Tennessee-Chattanooga,22,1,80,232
4234,Ross Anderson,cb,68,Arizona,21,0,77,244
4235,Larry Nelson,cb,87,Kansas State,26,5,77,228
4236,Benjamin Hass,cb,67,St. Viator,27,6,75,243
4237,James Caruso,cb,75,Penn State,21,0,76,255
4238,Morgan Arnold,cb,64,Oregon State,26,5,71,270
4239,Jose Taylor,cb,57,Maryland,28,7,77,237
4240,Robert Beverly,cb,60,LSU,24,3,71,247
4241,Joel Galaviz,cb,63,Southern Illinois,28,7,76,261
4242,Roberto Moses,cb,56,Eastern Michigan,25,4,70,237
4243,Donald Britcher,cb,62,Minnesota,26,5,79,271
4244,Steven Lucky,cb,77,Tennessee State,25,4,73,250
4245,James Brown,cb,70,Baylor,28,7,71,266
4246,Paul Thompson,cb,99,Penn State,30,9,75,238
4247,Douglas Gloor,cb,58,Syracuse,24,3,77,267
4248,Donnie Taylor,cb,64,Lafayette,25,4,72,259
4249,Charles Scully,cb,76,Alabama,31,10,77,208
4250,Reggie Hutchison,cb,90,Michigan,23,2,75,222
4251,William Broyles,cb,67,Notre Dame,25,4,71,215
4252,Reggie Walker,cb,76,Virginia,28,7,78,240
4253,Leonard Sherman,cb,71,West Virginia,21,0,70,224
4254,Kim Tederous,cb,71,Louisiana-Lafayette,29,8,75,273
4255,Cole Hicks,cb,65,Purdue,25,4,77,213
4256,Martin Lin,cb,56,Holy Cross,24,3,80,256
4257,Aldo Lane,cb,69,Virginia Tech,26,5,74,214
4258,Daniel Hutchinson,cb,67,Oregon,32,11,78,235
4259,Michael Chastain,cb,75,Bowling Green State,27,6,79,259
4260,Clyde Anderson,cb,77,Texas,27,6,77,252
4261,David Tribble,cb,67,Ohio State,24,3,80,236
4262,Donald Anders,cb,70,Maryland,23,2,79,218
4263,Joseph Welch,cb,61,Georgia,26,5,70,264
4264,Samuel Martelli,cb,63,Northern Illinois,26,5,79,210
4265,Jerry Hopf,cb,75,The Citadel,31,10,71,220
4266,Travis Brown,cb,74,Appalachian State,24,3,70,269
4267,Donald Ruic,cb,82,Michigan,31,10,80,241
4268,Robert Caldwell,cb,61,Illinois,26,5,73,219
4269,Walter Fleming,cb,71,North Carolina State,23,2,76,237
4270,Frank Lacombe,cb,71,Iowa,26,5,74,226
4271,George Freeman,cb,99,Washington & Lee,24,3,75,226
4272,Jon Noble,cb,67,Compton CC CA,24,3,78,202
4273,Michael Swisher,cb,65,Portland State,21,0,79,232
4274,David Washington,cb,69,Rutgers,31,10,80,246
4275,John Nelson,cb,98,Lafayette,29,8,79,252
4276,Justin Marshall,cb,57,Mississippi Valley State,23,2,70,228
4277,Kirk Beeman,cb,55,Texas,26,5,79,263
4278,Robert Haislip,cb,70,Nicholls State,28,7,75,275
4279,Michael Johnson,cb,60,Los Angeles State,21,0,78,251
4280,Israel Kaune,cb,67,Baker,30,9,72,223
4281,Stephen Ramos,cb,70,Saginaw Valley State,27,6,70,248
4282,Sidney Adkins,cb,95,Mississippi,28,7,76,244
4283,Danny Calderon,cb,59,Mississippi State,28,7,79,242
4284,Jason Funk,cb,86,San Diego,25,4,79,272
4285,Roger Greene,cb,91,Georgia Tech,26,5,77,225
4286,William Smithheart,cb,55,Southern Methodist,21,0,80,206
4287,Kevin Hardin,cb,81,Jackson State,23,2,78,215
4288,Ryan Lapointe,cb,67,Western Illinois,26,5,77,243
4289,Raymundo Finley,cb,57,Arkansas,28,7,70,229
4290,Eric Dailey,cb,73,Baylor,27,6,76,262
4291,Justin Blanton,cb,63,Utah,29,8,75,271
4292,Ronald Diaz,cb,68,Texas,25,4,75,210
4293,Richard Seumanu,cb,73,Washington State,24,3,75,267
4294,Scotty Stuart,cb,62,Nebraska,22,1,80,223
4295,Jason Brown,cb,56,Kansas State,23,2,78,253
4296,Roy John,cb,62,Buffalo,22,1,75,213
4297,Antonio Kennedy,cb,73,Purdue,29,8,79,272
4298,Justin Pearson,cb,65,Rice,24,3,80,205
4299,Jerry Parish,cb,73,North Dakota,22,1,78,223
4300,Christopher Nemoede,cb,56,Miami (Ohio),26,5,77,256
4301,Dwayne Heffner,cb,85,Alabama,29,8,73,241
4302,Billy Fletcher,cb,69,West Georgia,28,7,78,230
4303,Thomas Rodriguez,cb,67,Troy,21,0,70,249
4304,Aaron Ainsworth,cb,77,Mississippi State,25,4,80,203
4305,Matthew Cameron,cb,72,Miami (Fla.),33,12,79,236
4306,Jeffrey Rautenberg,cb,99,No College,28,7,77,266
4307,Jerrell Yarbrough,cb,55,Iowa State,27,6,76,249
4308,Billy Siewers,cb,68,Oklahoma,29,8,80,228
4309,Ismael Sandusky,cb,68,Clemson,25,4,71,274
4310,Rick Dorsey,cb,56,Auburn,23,2,70,224
4311,James Obando,cb,73,No College,24,3,74,214
4312,Juan Zook,cb,64,Carroll (Mont.),29,8,80,258
4313,James Zarate,cb,76,Miami (Fla.),26,5,70,274
4314,Robert Stinson,cb,67,Pittsburgh,26,5,70,229
4315,George Puffer,cb,75,Tulane,24,3,73,265
4316,David Smith,cb,62,Boston U.,24,3,72,228
4317,Steve Hodge,cb,74,Arizona State,23,2,77,254
4318,Matt Norman,cb,89,California,22,1,71,239
4319,Chris Preston,cb,69,Ball State,26,5,80,260
4320,Richard Robinson,cb,63,Kansas State,29,8,80,273
4321,Paul Hocker,cb,56,Florida State,29,8,74,237
4322,Phillip Fyall,cb,79,Wisconsin,25,4,78,241
4323,Steven Bowman,cb,75,Akron,27,6,77,266
4324,Ernesto Shea,cb,63,Montana,29,8,72,243
4325,Fred Culp,cb,60,North Carolina,26,5,78,213
4326,Steven Turner,cb,61,Rancho Santiago Coll. CA (J.C.),27,6,73,253
4327,Richard Carter,cb,74,San Diego State,27,6,80,273
4328,Vicente Spain,cb,57,Michigan,22,1,72,207
4329,Nolan Lopez,cb,68,Alabama,29,8,77,218
4330,Jayson Mathews,cb,62,Arkansas,26,5,71,274
4331,Timothy Kent,cb,62,Purdue,23,2,80,258
4332,Lynn Hall,cb,57,Michigan,24,3,79,261
4333,Cyrus Larrow,cb,62,Iowa,25,4,73,228
4334,Kenneth Mccrea,cb,72,Fresno State,21,0,80,251
4335,Wilbur Liston,cb,94,Utah,23,2,73,212
4336,James Hunter,cb,80,Penn State,25,4,71,270
4337,Mark Green,cb,70,Oklahoma State,24,3,78,240
4338,Mose Hammond,cb,58,Wisconsin,22,1,74,210
4339,George Gibson,cb,59,Oklahoma,28,7,80,270
4340,Ronald Caswell,cb,59,St. Mary's (CA),25,4,75,229
4341,Louis Doherty,cb,92,Nebraska,27,6,78,246
4342,Richard Walker,cb,60,Texas,27,6,79,258
4343,Michael Osborne,cb,76,Temple,28,7,70,223
4344,Thomas Dickson,cb,58,Long Beach State,25,4,70,268
4345,Seth Patterson,cb,58,Boston College,22,1,74,230
4346,John Gordon,cb,64,San Jose State,21,0,75,250
4347,Gordon Brinks,cb,64,Nevada,29,8,80,211
4348,Wayne Mooberry,cb,96,East Carolina,21,0,71,255
4349,Gabriel Hubbard,cb,69,Cal Poly-S.L.O.,24,3,79,206
4350,Pedro Baker,cb,59,Rutgers,26,5,72,229
4351,Michael Pickle,cb,55,Sacramento State,26,5,70,258
4352,Aaron Burgess,cb,58,Oregon,27,6,74,224
4353,Gus Garcia,cb,58,Texas,30,9,78,240
4354,Ian Martin,cb,86,John Carroll,27,6,79,243
4355,Antonio Stinnett,cb,57,No College,27,6,70,231
4356,Anthony Lambert,cb,69,Notre Dame,25,4,71,255
4357,Robert Riley,cb,76,Missouri,28,7,71,209
4358,William Ragan,cb,58,Texas-El Paso,24,3,73,218
4359,Douglas Shoji,cb,70,Utah State,25,4,75,248
4360,Christopher Simpson,cb,74,Kansas State,26,5,77,261
4361,John Haskins,cb,90,Ohio State,28,7,77,201
4362,Bob Leblanc,cb,59,Notre Dame,23,2,70,264
4363,Duane Diller,cb,73,Alabama,24,3,72,256
4364,Ray Fitch,cb,61,Wisconsin,31,10,80,214
4365,Gary King,cb,68,Hampton,23,2,79,225
4366,Walter Johnson,cb,82,Mississippi State,26,5,77,258
4367,Michael Zaragoza,cb,57,Virginia,24,3,72,239
4368,Clayton Ginn,cb,59,California,21,0,73,240
4369,Billy Middaugh,cb,66,Missouri-Rolla,27,6,79,200
4370,Jed Slaughter,cb,57,Baylor,29,8,72,223
4371,Robert Garcia,cb,68,Notre Dame,29,8,71,213
4372,Harold Ishak,cb,71,Florida,23,2,70,224
4373,Mike Mojica,cb,56,Vanderbilt,27,6,79,206
4374,Leo Cressey,cb,67,Indiana,22,1,77,260
4375,Joseph Schuller,cb,57,Minnesota,25,4,78,262
4376,Kenneth Wilson,cb,65,Texas-El Paso,25,4,71,242
4377,Thomas Cullum,cb,82,North Dakota State,33,12,76,221
4378,Brian Mondesir,cb,55,Texas State,24,3,78,227
4379,Benjamin Dooley,cb,68,Duke,24,3,78,260
4380,Tom Osborne,cb,91,Colorado State-Pueblo,27,6,80,200
4381,Robert Flor,cb,63,Dartmouth,26,5,74,230
4382,Albert Odaniel,cb,81,Syracuse,25,4,73,269
4383,Clyde Paynter,cb,91,Florida,25,4,73,237
4384,Joe Wilbanks,cb,56,California,23,2,74,254
4385,Harold Mckinley,cb,83,Wake Forest,25,4,76,206
4386,Coy Blaine,cb,70,Florida,27,6,77,227
4387,Roger Densmore,cb,69,Globe Tech NY (J.C.),27,6,76,253
4388,Elbert Roberts,cb,85,Alabama,29,8,77,238
4389,Heriberto Foesch,cb,66,Florida,24,3,71,252
4390,Kevin Paulo,cb,71,Cal Poly-S.L.O.,28,7,75,241
4391,Stephen Mills,cb,71,South Carolina,25,4,74,234
4392,Ramon Janczewski,cb,69,Pittsburgh,25,4,74,227
4393,William Rivera,cb,55,Temple,23,2,80,252
4394,Ralph Marshall,cb,74,Kentucky,25,4,72,244
4395,William Malloy,cb,60,Boise State,26,5,80,251
4396,Carl Pannell,cb,60,Michigan State,25,4,75,225
4397,Robert Alcorn,cb,61,Southern University,28,7,72,267
4398,Fred Floyd,cb,74,Notre Dame,24,3,77,226
4399,Michael Petitti,cb,83,Pittsburgh,21,0,71,210
4400,Russ Becker,cb,71,City College of New York,24,3,80,263
4401,James Coulombe,cb,76,Maine,26,5,74,228
4402,Larry Mcnicholas,cb,86,Utah,26,5,80,270
4403,Frank Turner,cb,74,Stanford,25,4,76,259
4404,Edwin Carey,cb,70,Tulane,25,4,78,220
4405,Clifton Gerhardt,cb,56,Boston U.,29,8,77,225
4406,Roosevelt Laverdiere,cb,64,Western Kentucky,25,4,75,220
4407,Jeffrey Graham,cb,70,Auburn,30,9,71,261
4408,Boyd Fessler,cb,99,North Alabama,25,4,74,212
4409,Robert Gibson,cb,72,Stanford,22,1,80,217
4410,Douglas Lee,cb,71,Oregon,30,9,72,251
4411,John Davidson,cb,64,Utah State,27,6,74,215
4412,Marcos Taus,cb,72,Northwest Missouri State,26,5,72,255
4413,Darius Clarke,cb,85,Houston,27,6,73,244
4414,Guadalupe Frein,cb,64,Wisconsin,24,3,70,231
4415,Andrew Renard,cb,60,Penn State,26,5,80,205
4416,Alex Schenck,cb,56,Miami (Ohio),29,8,79,250
4417,James Noy,cb,57,Michigan,25,4,73,215
4418,Ronny Zimmer,cb,59,West Virginia,23,2,71,212
4419,Wesley Holden,cb,61,Syracuse,22,1,72,205
4420,Paul Cooper,cb,60,Southern Mississippi,24,3,79,240
4421,Larry Shannon,cb,64,Georgia Tech,31,10,72,227
4422,Richard Rosian,cb,87,Montana State,30,9,77,225
4423,Stephen Viola,cb,56,Hampton,28,7,78,233
4424,John Caudill,cb,61,Indiana,31,10,78,220
4425,Arnold Free,cb,65,LSU,28,7,80,266
4426,Paul Robinson,cb,84,Creighton,21,0,75,202
4427,Joseph Thornburg,cb,63,UCLA,24,3,73,220
4428,Robert Smith,cb,77,Columbia,23,2,78,247
4429,Jesse Helmick,cb,61,Penn State,26,5,79,267
4430,Geoffrey Peterson,cb,68,Ohio State,30,9,74,255
4431,Cameron Baldridge,cb,62,South Carolina,24,3,78,256
4432,William Murray,cb,87,New Mexico State,28,7,80,243
4433,Scotty Butterfield,cb,72,Michigan State,33,12,79,204
4434,Tyler Davis,cb,96,Maryland,25,4,73,201
4435,Roscoe Washington,cb,62,Notre Dame,25,4,72,232
4436,Juan Lia,cb,72,Oregon,27,6,73,225
4437,Paul Silverthorn,cb,56,Oklahoma,23,2,70,201
4438,Joel Smith,fs,70,Idaho,27,6,73,241
4439,Robert Jawad,fs,72,Texas Christian,30,9,70,247
4440,Ignacio Moses,fs,64,Louisiana Tech,26,5,70,202
4441,Bryan Pope,fs,98,Knoxville,26,5,72,255
4442,Richard Legere,fs,67,Jackson State,24,3,79,222
4443,Robert Resendez,fs,89,USC,29,8,76,233
4444,Shannon Crawford,fs,56,North Carolina,22,1,76,203
4445,Jerry Bowen,fs,88,U. of Pacific,26,5,76,242
4446,Henry Page,fs,99,Louisiana Coll.,29,8,75,258
4447,Wilbur Lamkin,fs,72,Midwestern State,21,0,78,272
4448,Edwin Bankston,fs,76,North Carolina,27,6,72,204
4449,Danny Shelton,fs,57,Portland State,21,0,72,221
4450,Christopher Soule,fs,62,Wisconsin,29,8,70,241
4451,Robert Steenken,fs,97,Ohio U.,25,4,75,203
4452,Lee Speece,fs,69,Oklahoma,24,3,71,255
4453,Emanuel Burns,fs,68,Baylor,27,6,74,246
4454,Robert Garcia,fs,75,Rutgers,24,3,73,210
4455,Daniel Thacker,fs,55,Fordham,22,1,79,271
4456,Anthony Tilton,fs,66,James Madison,23,2,79,223
4457,Donald Taylor,fs,82,California,30,9,70,247
4458,Stephen Thomas,fs,67,North Carolina,30,9,80,248
4459,David Wells,fs,73,Purdue,25,4,72,204
4460,Nathaniel Swiger,fs,61,Washington & Jefferson,23,2,78,269
4461,Steven Atkins,fs,95,Lambuth,33,12,74,261
4462,Hector Miller,fs,56,West Virginia,26,5,79,202
4463,William Acheson,fs,65,Houston,28,7,78,224
4464,Eric Keyes,fs,63,Massachusetts,32,11,70,270
4465,Victor Brazee,fs,67,Clemson,28,7,79,266
4466,David Diez,fs,69,Oregon State,29,8,70,200
4467,David White,fs,64,Mississippi Valley State,24,3,79,273
4468,Larry Hickey,fs,55,Idaho,26,5,75,272
4469,Donald Marquez,fs,81,Washington State,21,0,73,205
4470,Keith Bellard,fs,56,Texas Tech,26,5,74,236
4471,Robert Nguyen,fs,64,USC,29,8,74,219
4472,Leigh Moore,fs,67,Livingstone,30,9,71,230
4473,Robert Rucker,fs,61,Rice,27,6,70,211
4474,Rodney Wilbourn,fs,60,Florida Atlantic,28,7,70,238
4475,Matthew Castellano,fs,72,Brigham Young,23,2,70,249
4476,Randall Paige,fs,71,Oregon Tech,27,6,76,252
4477,Gerald Hebert,fs,75,Miami (Fla.),26,5,70,212
4478,Jesus Mueller,fs,60,Howard,21,0,76,239
4479,Joe Cook,fs,67,Northwestern,25,4,73,230
4480,Charles Carrillo,fs,68,Syracuse,28,7,75,259
4481,John Anguiano,fs,64,Virginia Tech,21,0,79,219
4482,James White,fs,60,Eastern Washington,25,4,72,262
4483,Donald Coughlin,fs,57,Nebraska,22,1,76,232
4484,Travis Rowan,fs,95,Tufts,28,7,73,212
4485,Charles Souvannavong,fs,70,Tennessee State,23,2,71,200
4486,Tyler Carey,fs,57,Kentucky,28,7,76,261
4487,Gerald Wrobel,fs,55,North Carolina State,28,7,77,272
4488,James Ebeid,fs,77,Vanderbilt,24,3,74,202
4489,Curtis Frautschi,fs,56,Eastern Kentucky,24,3,80,226
4490,Christoper Ricks,fs,75,Arizona,25,4,74,256
4491,Reed Goforth,fs,75,Indiana,24,3,78,205
4492,Edward Guerra,fs,61,Catawba,26,5,74,248
4493,Brian Page,fs,64,No College,26,5,77,225
4494,Michael Water,fs,66,Iowa,27,6,70,258
4495,Frank Parker,fs,64,Florida,25,4,75,235
4496,Manuel Saumier,fs,78,USC,29,8,70,242
4497,Henry Hannah,fs,66,Syracuse,24,3,75,258
4498,Jacob Kimball,fs,68,Oklahoma,27,6,78,239
4499,Lawrence Phelps,fs,78,Central State (Ohio),26,5,73,251
4500,Brad Coats,fs,62,Clemson,25,4,78,202
4501,Martin Ames,fs,69,Marshall,21,0,80,244
4502,John Drews,fs,55,Notre Dame,23,2,73,231
4503,Stephen Berg,fs,71,Ohio State,22,1,77,245
4504,John Schulze,fs,94,Lafayette,29,8,71,200
4505,Fred Legge,fs,70,Kansas State,24,3,79,219
4506,Charles Mcfalls,fs,85,Arizona State,25,4,71,223
4507,Wayne Bruce,fs,61,Grand Valley State,21,0,71,235
4508,Matthew Martin,fs,63,Iowa,22,1,78,210
4509,Dick Roberts,fs,63,Nebraska-Omaha,26,5,70,209
4510,John Lucas,fs,74,Maryland East. Shore,25,4,72,220
4511,James Brown,fs,64,Kansas,23,2,72,227
4512,Larry Keenan,fs,67,Nebraska,24,3,74,239
4513,Seth Carvajal,fs,75,UCLA,30,9,71,241
4514,Mark Anglin,fs,78,Grambling State,25,4,75,232
4515,John Adams,fs,58,Texas Tech,21,0,77,250
4516,Abraham Jones,fs,74,Middle Tennessee State,27,6,78,240
4517,Sammy Kolar,fs,74,Colorado State,26,5,74,245
4518,James Schott,fs,65,Missouri State,29,8,70,232
4519,Frank Wadley,fs,67,Ohio State,31,10,77,220
4520,Russell Nelson,fs,68,Tennessee,27,6,70,218
4521,Alan Colon,fs,63,Texas Christian,30,9,70,203
4522,Daniel Cavaliero,fs,93,Alabama,21,0,72,234
4523,Zachary Couture,fs,91,Illinois,23,2,72,205
4524,Charles Mckee,fs,71,Florida State,23,2,75,275
4525,Ryan Ingram,fs,73,Lehigh,21,0,79,258
4526,Samuel Pernell,fs,62,Missouri,29,8,80,225
4527,Sidney Hampton,fs,84,Bethune-Cookman,27,6,74,244
4528,Jerome Dorsey,fs,69,New Mexico State,22,1,74,210
4529,Michael Richmond,fs,71,Arkansas,21,0,72,202
4530,Josiah Norman,fs,66,Arizona,25,4,79,213
4531,Steven Rodriguez,fs,71,Texas,27,6,79,271
4532,John Lamoine,fs,64,Central State (Ohio),27,6,75,246
4533,Leroy Crowder,fs,72,Temple,24,3,79,220
4534,Frank Bunning,fs,64,Boise State,26,5,72,210
4535,William Robley,fs,63,Iowa State,24,3,80,233
4536,Joshua Grey,fs,58,LSU,25,4,76,267
4537,Chester Harris,fs,64,Iowa State,26,5,70,234
4538,John Barron,fs,63,No College,27,6,74,247
4539,Larry Barra,fs,59,Notre Dame,21,0,74,209
4540,Gerry Broadbent,fs,63,Alabama State,22,1,77,268
4541,Joseph Mills,fs,68,Jacksonville State,25,4,71,204
4542,Reynaldo Gomez,fs,71,Texas,31,10,71,209
4543,Rory Jenkins,fs,68,Brown,21,0,77,212
4544,Gerald Oakland,fs,77,Rice,24,3,76,215
4545,Nicholas Abram,fs,57,Southern Methodist,25,4,75,250
4546,Julian Ryland,fs,65,Tulsa,26,5,79,235
4547,Daniel Keller,fs,63,Notre Dame,26,5,73,207
4548,Drew Blanchard,fs,68,Clemson,27,6,78,214
4549,Michael Gillham,fs,73,Michigan State,28,7,73,265
4550,Curtis Rawlings,fs,63,West Texas A&M,21,0,80,240
4551,Jack Bertram,fs,90,Minnesota,26,5,72,258
4552,Johnny Pollock,fs,56,The Citadel,31,10,73,267
4553,Carlos Elrod,fs,72,Pittsburgh,25,4,72,208
4554,James Lee,fs,57,Fordham,26,5,75,206
4555,Ira Zevallos,fs,61,Cincinnati,25,4,77,266
4556,Robert Huddleston,fs,78,Purdue,23,2,79,209
4557,Christopher Hoffman,fs,55,Ohio Northern,26,5,78,230
4558,Charles Vanhoose,fs,84,Howard,26,5,72,256
4559,Jason Cravens,fs,86,Rutgers,26,5,71,213
4560,Jose Smith,fs,75,California,26,5,70,244
4561,Thomas Johnson,fs,85,Stanford,24,3,75,246
4562,Samuel Paquette,fs,55,Indiana,23,2,74,256
4563,Joe Deleone,fs,72,Tennessee,24,3,71,247
4564,Mathew Young,fs,59,Iowa State,23,2,78,261
4565,Bradley Gigantino,fs,55,Virginia Tech,28,7,79,228
4566,Daniel Ireland,fs,58,Nebraska,28,7,74,272
4567,Michael Andrews,fs,62,West Alabama,30,9,72,235
